date,fulltxt
2018.08.30. 20:59,"애드온도 못잡아, 패치도 못해, 패치하면 버그투성이에 렉까지 유발해.. 니들 이 게임으로 돈 많이 벌었잖아?그거 다 어느 똥구녕으로 쳐넣고 있길래?서비스가 이모양이냐?그라비티 ip 짱깨한테 존나 잘 팔아넘겻네.아주 주옥같은 게임이 만들어졋어"
2018.08.30. 20:26,아.. 렉좀 어떻게 해주세여....게임화면도 보기싫음... ㅠㅠ
2018.08.30. 19:19,렉 관련 확인 하고 있다고 공지라도 주시지..답답해서 미치겠네 짜증나네~~ 또 누가 0 잘못입력했나 신상공개하세요
2018.08.30. 19:16,업뎃이후....게임을 하라는건지???업뎃이후?랙?너무?심하고...쳇방에?글쓸때마다.툭툭?멈추고...그리고?자동사냥은?왜?안됩니까???쥬덱프리경우?버프만?계속?하고?쥬덱?한방?그리고?버프?버프....버프...쥬덱...이건....수동아님???ㅋㅋㅋ?아...게임?답답하네....거참?ㅜㅜ?빨리?조치해주세요
2018.08.30. 19:12,구라비티 행님덜 이따구로 패치&이벤트 해놧따 이고징? ㅋㅋ 현질유저 20% 이탈이다1. 패치후 미친렉?2. 기부2배 이벤 뜬금포 첫 기부캐릭터만 되게끔 해놓음 (부캐릭 먼저 기부했다면 당신은 이번 이벤트에서 나가리)구라비티 행님덜 이따구로 패치&이벤트 해놧따 이고징? ㅋㅋ 현질유저 20% 이탈이다
2018.08.30. 18:27,업데이트 이후 컴으로 겜이 안되네요이번 업데이트 이후 컴퓨터로 먼저 해보려했는데 게임이 실행이 안되고 있습니다겜 삭제하고 재설치 하였지만 첨부사진 처럼 상황이 지속되어서 일단 게임 껐습니다.혹시 개선 방법이 있으면 알려주시면 감사하겠습니다
2018.08.30. 17:46,아놔~머하자는거여업뎃할때마다 다운로드 수 늘리려고 삭제 재설치하게 하냐?거까진?그렇다쳐?먼 업뎃을 할때마다 이리 문제가 많어 인간적으로 이정도 렉은 좀 아니지싶다
2018.08.30. 17:12,크리이펙트 없애주세요.. 부탁입니다..크리이펙트 없애주세요..눈이 아파 화면을 볼수가 없습니다..제발 부탁입니다..렉은 견딜만 합니다..크리이펙트만이라도 없애주세요..부탁입니다..오랫동안 라그나로크M을 할 수 있도록도와주십시요..
2018.08.30. 16:43,"좀 읽어주세요.서버는 패치만 하면 ㅈㄹ나고 피로도 엄청 낭비하게 하게 만들고.??재설치는 몇번이라도 하는주제에 설치후 업데이트는 용량도 미친듯이 큰건지 현질로 받아먹는 돈으로 서버증설은 개뿔 소고기나 사먹는지 미친듯이 느리고.??이러니 사람들이 다 빠지지요.?정크파일 정리할때면 업데이트파일 싹다 치워버리니 업데이트 다시하고.. 이게 정상적인 게임은 아니잖아요???제발 추억팔이, 이제껏 키운 캐릭터에 대한 애정으로 버티고 있는 사람들 내쫓지 마세요 좀.?최소한의 성의는 보여주세요."
2018.08.30. 16:35,벚꽃의상 색상 돌려달라!!!그거 하나 맘에 들었는데 그걸 저렇게 바꾸다니...진짜 뭥미!?
2018.08.30. 16:25,패치전 전령퀘받아놓고 패치후 음악만들었는데 전령퀘완료 무엇입니까음악듣고 사냥하려고 사냥터 가서 퀘목록 보니까 전령퀘가없길래아침에 받았는데 왜없지 싶어서 전령 가서 전령퀘 받았더니바로 ...이모티콘 나오고 완료시켜버리네요 ..?그리고 횟수는 1회 차감되구요이건 또 무슨 버그입니까전령 10배 퀘 1번 날아간듯 한데요
2018.08.30. 16:18,업데이트 목록에 렉 추가햇다고 알려주시지 감성적인 게임이네요 ㅎㅎㅅ ㅅ
2018.08.30. 16:15,"장난 지금 나랑 하냐?운영자들 이게 업뎃 한건가요?렉은 엄청 심하고, 글 한번 쓰려면 10초 걸리고, 파티 사냥은 같은 화면에 없으면 경험치 못먹고랜덤 사냥하란 말인가요? 아님 제자리 사냥하란 소리인가요? 몹 리젠도 엄청 느린데 제자리 사냥해서 렙업 할 수 있다고 보나요?무슨 업뎃을 요따구로 하줘 발가락으로 한건가요?"
2018.08.30. 16:05,이번 패치 수동스킬 페이지 초기화필요없는 수동스킬 페이지가 생겨서 첫페이지 갈려면 두번을 더 눌러야 합니다. 망각의 포션을 주던지 모험스킬항목을 비활성화 하는 방법을 마련해 주세요
2018.08.30. 15:56,점검할때 마다 접는사람이 느는 구나 ㅋㅋㅋㅋ 이따위 패치 걍 실력없으면 안하심이 ㅎㅎ 렉이 줄긴 커녕  훨씬 더늘엇는데 공지에 왜 일부 AOS라 적어놈? 안드로이드 사용자 대부분인데?????????
2018.08.30. 15:41,렉좀 어케 해주쇼1시간 연장시켜서 업데이트 했는ㄴ데 왜캐 렉이 이모야입네까 빠른 조치좀요
2018.08.30. 13:12,"게임실행시 음악등 미디어 중지되는거 개선해주세요왜 실행중인 음악을 중지하는겁니까?그리고, 왜 게임내 음악 끄기 설정 했는데메인화면에서 백그라운드 음악은 깔리는건가요??수정해주세요"
2018.08.30. 12:55,게임 켜면 다른 앱 음악 소리 줄어드는 거 처리해주세요게임 켜면 라디오를 듣든 음악스트리밍을 하든 소리가 줄어드는데 너무 불편해요라디오 소리는 커지지도 않아요대체 왜 줄어들게 한 겁니까?
2018.08.30. 08:47,파티인원파티최대인원 좀 늘려주세요그리고 전체 맵에 길드원 표시될수있게 변경 좀 부탁드려요
2018.08.30. 00:32,몸보신 따뜻한요리 HP 와 SP 병합.올린 스크린샷에 보이듯이 몸보신/따뜻한 요리에 대한 건의입니다.?스크린샷 내용은 저장된 HP 회복량은 수천만인데 저장된 SP 회복량은 고작2천.? ?HP 회복량 저장은 계속 쌓여만 갑니다.?HP 와 SP 회복량을 각각따로 여분저장으로 제공하는데 이것을 통합해 하나에서 분산되어 사용되게끔 해주세요.하루 2회 제공되는 몬스터대항 퀘스트의 경우 하나의 저장된 경험치량이 베이스레벨과 잡레벨로 분산되어 나눠지듯이?몸보신/따뜻한 요리도 그렇게 HP와 SP를 나뉘지 말고 하나의 저장된 회복량에서 HP와 SP로 분산되어 소모되었으면 하네요.
2018.08.29. 22:38,로그인시 에러.. 고쳐주십시오..하기와같은 에러창이 자꾸 떠잇네요..
2018.08.29. 12:24,MVP 건의 하려 합니다색깔별로 빨간색깔 엔젤링 파란색깍 엔젤링 이렇게 mvp 색깔 몬스터 속성 바꾸어서 나오게 해주세요
2018.08.29. 12:17,변신스크롤 무기 제작 변신스크롤 검.갑옷.악새  건의 하려 합니다 몬스터 카드 처럼 검카드 갑옷카드 처럼 검카드 처럼 무기화 했으면 합니다
2018.08.28. 22:43,초월된 잡렙 확인 할 방법좀 만들어주세요.초월 후 잡렙 최대치를?올리다가 어디까지 올렸는지 까먹어서 곤란합니다.확인 할 방법 또는 스텟이나 스킬?창에 초월시킨 최대 잡렙 한계를 표시해주세요.
2018.08.28. 04:34,"강남제니 안잡아 가나요?채널 마다 광고 하고,불법인데 왜 안잡아 가나요?"
2018.08.27. 22:56,게임내 욕설 신고 게시판이 없네요....건의 하면서 신고도 합니다.해당 위치가 고성지하수로 처럼 고정 젠이 되는 것도 아니고 저러네요
2018.08.27. 21:47,결제오류 문의드립니다고양이 코인 54.99usd 결제 눌럿는데 10.99usd가 체크카드에서 출금 되더니 메일도 안오고 결제내역 보니까 처리중 되잇던데 이거 애플에다 물어봐야하는지 라그나로크에 물어봐야하는지.... 돈 빠져나가면서 잔액부족으로 54.99는 결제안됫어요
2018.08.27. 21:21,운영자 돌았냐? 불법프로그램쓴새끼들 아주 잘나가네? 일좀합시다 망하기싫으면
2018.08.27. 16:35,불법프로그램 사용자 [관우운장] 영구정지 바랍니다불법프로그램 사용자 [관우운장] 영구정지 바랍니다에드온 사용한 케릭 입니다영구정지 제재 바랍니다
2018.08.27. 15:39,"룬 나이트 버프기 개선좀 해주세요..로나룬나 버프 개선점 해주세욧!!!!!!!!!!!!상향을 바라는게 아니라.. 지속시간이라도 좀 늘려줘요~~~~~~~~~~~~~~어질쪽은 버프걸다 세월 다감 ㅠㅠㅠㅠㅠㅠ무슨 기사의..?버프기가..?로코,컨센,크래쉬,엔첸,파이널,퀴큰,패링.......... 지속시간이 너무?짧아서 공격이 아닌 버프만 걸다 끝나요....버프기 시간을 좀 늘려주시든.. 블래싱과 민첩성향상 과 같이 통합등...??해주세요제발 개선좀 해주세요!!"
2018.08.27. 11:39,99랩가방열어서 카드를받았는데 왜 카드는없고 획득만 되는거죠?
2018.08.27. 00:07,성전환 코인성전환 계정당 1회말고 코인으로 할수있게해주세요 부탁드립니다
2018.08.26. 19:41,"뷘더퀘스트 깨고 왕실무기 가능한 목록중에 골랐더니..기존 끼고있는 무기가 외형이 안맞다며 사용이 불가해졌네요. 이런건 자세한 내용을 좀 고지해야되는거 아닙니까.. 퀘스트 기껏깨서 하나 받은게 저건데 못쓰게됬어요. 교체해주세요. 제발 진짜 ,,"
2018.08.26. 14:51,"사냥 메커니즘이 문제가 많다인성의 문제도 있지만, 사냥 메커니즘을 개선하면 많이 나아진다.1. 데미지에 비례해서 드랍을 줄것예를들어 한방사냥 세팅을 했는데 스나가 빨피만들어놓은거 때리면 드랍/경치가 거의0이다. 빨피를 때려도 한방데미지를 주면 같은 드랍/경치를 줘야 한다. 이러면 사냥하다 스나가 겹쳐놔도 사냥효율이 절반이 되진 않는다.2. 죽은타겟 공격하지 않도록 AI개선이건 당연한건데 AI의 문제같다. 도대체 왜 다른애가 죽인 유닛을 내가 때려서 사냥효율을 버리냐. 스킬시전타임이 있으면 그럴지 몰라도 무캐스킬은 이러면 안된다.다른건 몰라도 이거2개만 해도 사냥터싸움이 훨씬 더 줄어들거다."
2018.08.24. 21:45,에드온 의심길드 확인 조치 바람일단 해당 내용은 스페셜리스트 길원이셨던 관우운장?님이화스 톡방에서 실수로 애드온 사용한 영상을 올리게되면서 걸린 내용입니다.화스톡방서 계정판매글 올렸다가 실수로?걸리셨네요 그리고 바로??톡방나가시대요스페셜리스트?빈님 남이 에드온쓴다고 삿대질하면서 왜 본인길드에서는 쓰고있나요?
2018.08.24. 14:32,하프들을 위한 사냥터좀 만들어주세요 아니면 불사몹좀 더 만들어주시면 고맙겠네요파티 사냥이 사실상 보스타임 무탑말고는 할 수 있는게 없는데혼자 사냥하는 프리스트가 참 힘이 듭니다. 장난감던전 1층이 그나마 고렙 하프를 위한 사냥터인데딜러들이 맨날 뺏어요 안그래도 인기 많은 던전인데 할 수 있는게 없습니다.결국 딜러들한테 쩔 받는거 밖에 없는데 결국 딜러들만 배 부르게 하는 구조잖아요?프리스트를 위해서 좀만더 사냥터를 더 만들어주거나 불사몹좀 더 만들어주세요 너무 힘드네요 프리스트 혼자 키우기쩔도 하루 이틀이어야죠?그리고?카드도 스나는 3~4일에 한번꼴인데 전 카드 한달만에 먹고 너무 차이나는거 아닌가요?
2018.08.24. 10:08,펫 경치물약 먹일때 경치상승안내좀 없애줘라800개 먹였더니 이건 뭐 하루죙일 뜨고앉았네...
2018.08.24. 09:54,알케 데몬 자동사냥 건의합니다데몬 스트레이션이 장판 스킬인데?자동사냥하면 몹타겟된곳으로 던지는거 너무 답답하네요?자동사냥시 제자리에 사용 기능?만들어 주시면 좋겠네요?게임은 모바일로 만들었는데 컴퓨터로 매크로로만 사냥해야 하는게 옳은건 아닌거 같네요
2018.08.24. 04:09,카프라님 이런것좀@ 벤해요에휴...
2018.08.24. 00:15,피라미드2층 몹배치좀 고쳐요유저들이 4~5번올린 글 본거같은데 좀 고칠생각을해라 제발 망겜길 걷지말고 뭔놈의 회사가 버그는 안고치고 연가챠 낼 생각만한답니까 노양심이네 진짜 그라비티 망해가는회사 라그m으로 대박치니 등따시고 배부릅니까초심찾읍시다
2018.08.23. 18:38,파티사냥시 드랍제니 상향좀해주세요~풀파티하면 제니가 너무작아요 ㅎ
2018.08.23. 18:29,바드 퀘스트 완료한것 차이좀 주세요제목 그대로바드 퀘스트 완료 한것과 안한것 구분할수있게차이 좀 주세요완료-녹색미완료-파랑색이런식으로 색 차이를 두던지...앞에 별표를 달아주던지...바드퀘스트가 한두개도 아니고뭐까지 깼는지를 몰라 하나하나 눌러보는데텍스트는 또 왜이렇게 길어 ㄱ-이거 좀 수정해주세요 진짜...
2018.08.23. 17:53,아이템이 너무 안팔려요아마 게임 하시는 분들은 모두 공감할 내용이 아닐까 생각됩니다.악성재고 및 고강화템은 쓸때는 좋은데 팔려면 정말 답이 없어요.가격을 정할 수 있는 것도 아니고 정해진 가격으로 밖에 못 파니 팔릴리가 있나;;제가 제안하고 싶은 건 기간을 정해두고 일정 기간이 지나면 매각을 할 수 있게 해주셨으면 좋겠어요.세금을 더 내서라도 팔고 싶은 아이템이 창고에 혹은 거래소에 수두룩 합니다.아니면 상점가격을 맞춰주시면 되지 않을까 생각됩니다.아이템을 팔아야 더 좋은 템을 살텐데 그러지 못 하니 답답하네요!!에휴.. 여기에 올린다고 해주는건 아니지만 한번 써봅니다.
2018.08.23. 14:08,"계정 변경 쉽게 해주세요제가 2계정 있습니다.게임을 지웠다 다시 ?깔아야?하니 데이터 낭비,시간낭비가너무 큽니다~게임 접속 할때 어느 계정으로접속 할지 ?나왔스면 좋겠습니다참고로 저는 구글 2계정입니다꼭 참고하시고 ?개선 되길 기대합니다~~"
2018.08.23. 13:40,주먹밥  카운트 수좀  표시해줘요머이거얼마나받은건지모르겟네
2018.08.22. 17:33,길마가 게임접었을 때 우째야함?길마가 게임접었을 때 우째야함?
