hashtags,numoflikes,date
"['#소이', '#일상', '#데일리', '#일상스타그램', '#게임쇼', '#지스타', '#2017지스타', '#그라비티', '#라그나로크M', '#카프라', '#포즈', '#공연', '#모델', '#모델소이', '#셀피', '#daily', '#bexco', '#G_star', '#model', '#selfie', '#selstagram']","좋아요 2,671개",2017년 11월 23일
"['#그라비티', '#라그나로크', '#라그나로크M', '#몬스터', '#MVP']",좋아요 21개,2018년 03월 22일
"['#그라비티', '#라그나로크', '#라그나로크M', '#사전예약', '#라그나로크M_사전예약', '#포인트_자판기']",좋아요 43개,2018년 03월 12일
"['#애플환불', '#검은사막', '#검은사막모바일', '#검은사막m', '#라그나로크m', '#라그나로크', '#글로리', '#짐의강산', '#삼국지블랙라벨']","좋아요 1,018개",2018년 04월 25일
"['#그라비티', '#라그나로크', '#라그나로크M', '#길드', '#발키리', '#아지트']",좋아요 14개,2018년 03월 29일
['#열정가이'],"1,634",2018년 01월 29일
"['#구글기프트카드', '#구글기프트코드', '#구글플레이', '#리니지m', '#리니지', '#리니지2레볼루션', '#블레이드앤소울', '#블레이드랜소울레볼루션', '#블소', '#블소레볼루션', '#트라하', '#검은사막', '#검은사막m', '#테라m', '#다크에덴', '#다크에덴m', '#뮤오리진2', '#아레나m', '#라그나로크m', '#모마', '#모두의마블', '#메이플스토리m', '#메이플m', '#선팔하면맞팔', '#맞팔', '#겜마티켓']",좋아요 8개,2019년 05월 27일
['#라그나로크M'],좋아요 1개,2018년 11월 03일
"['#ソガンジュン', '#Repost', '[#픽앤톡', '#서강준', '#라그나로크M', '#광고촬영현장', '#판타지오', '#픽앤톡', '#화이트데이', '#선물같은남자', '#사탕필요없음']",좋아요 15개,2018년 03월 15일
"['#오아희', '#오밍키', '#그라비티', '#라그나로크', '#라그나로크m', '#모델들', '#대만', '#taiwan', '#gameshow', '#게임쇼', '#taipeigameshow', '#taipeigameshow2018']",좋아요 826개,2018년 01월 27일
"['#병점', '#진안동', '#병점교촌치킨', '#라그나로크m', '#나빼고', '#라그나로크m정모', '#망해라라그나로크m']",좋아요 17개,2018년 05월 06일
"['#라그나로크m', '#장판', '#오크레이디']",좋아요 4개,2018년 07월 10일
"['#김하율', '#모델', '#라그m', '#라그나로크m', '#포링', '#벡스코', '#지스타', '#행사', '#비치', '#부산', '#bj', '#아프리카tv', '#인물사진', '#취미']",좋아요 29개,2017년 11월 21일
"['#실화냐', '#그라비티', '#라그나로크M', '#나노드로잉', '#섬세함_필요', '#어디서_많이_보던_캐릭터']",152,2018년 06월 01일
['#일스타그램'],좋아요 479개,2018년 02월 01일
"['#2017지스타', '#지스타', '#지스타2017', '#레이싱모델', '#한소울', '#쏘우리', '#소이', '#댕댕', '#이다연', '#오밍키', '#오아희', '#카프라', '#그라비티', '#라그나로크M']",좋아요 5개,2017년 11월 22일
"['#애플환불', '#검은사막', '#검은사막모바일', '#검은사막m', '#라그나로크m', '#라그나로크', '#글로리', '#짐의강산', '#그랜드체이스forkakao']",좋아요 990개,2018년 04월 25일
"['#라그나로크m', '#동네삼촌스타그램', '#전투프리', '#돌아온제등']",좋아요 14개,2018년 05월 31일
['#라그나로크m'],좋아요 4개,2018년 03월 19일
['#리니지m'],좋아요 3개,2018년 06월 16일
"['#그라비티', '#라그나로크', '#라그나로크M', '#라그M', '#라그나로크모바일', '#매직크리에이터', '#해변의파티', '#시원한_수영복', '#한설무기']",82,2018년 06월 26일
"['#부산', '#벡스코', '#그라비티', '#라그나로크m', '#모델', '#한가은', '#가웅베베', '#김하율', '#갓하율']",좋아요 38개,2017년 12월 21일
['#라그나로크M'],좋아요 54개,2018년 04월 06일
"['#애플환불', '#삼국지블랙라벨', '#검은사막모바일', '#검은사막m', '#라그나로크m', '#여명', '#글로리', '#짐의강산', '#운명']","좋아요 1,068개",2018년 05월 12일
"['#ソガンジュン', '#서강준', '#seokangjun', '#5urprise', '#서프라이즈', '#라그나로크M']",43,2018년 03월 14일
['#라그나로크m'],좋아요 46개,2018년 04월 18일
"['#라그나로크', '#라그나로크m', '#윤아', '#서강준', '#화이트데이', '#사전예약']",좋아요 9개,2018년 03월 10일
['#리니지m'],좋아요 4개,2018년 03월 19일
"['#라그나로크M', '#추억의', '#25살', '#새록새록', '#은근잼']",좋아요 21개,2018년 05월 19일
"['#라그나로크m', '#라그m', '#모바일게임', '#즐기는게임', '#이즈루드', '#오염된', '#이즈루드', '#페코페코', '#요니', '#열심히일하는방방이', '#본건', '#야외', '#산수찍기', '#인어공주의', '#눈물', '#렌즈', '#머리는', '#게펜에서', '#염색은', '#프론테아에서', '#사진찍기', '#다산수', '#산수', '#기록사진', '#기록광', '#모험수첩']",좋아요 4개,2018년 11월 25일
"['#라그나로크M', '#그라비티', '#Gravity', '#EP5', '#길드_건물', '#레벨_향상']",좋아요 10개,2018년 11월 22일
"['#그라비티', '#라그나로크', '#라그나로크M', '#라그M', '#고기짱', '#라그M짱', '#명언']",좋아요 19개,2018년 08월 07일
"['#ㄱㅅㄱㅅ', '#카프라의상도주세요', '#라그', '#라그나로크m', '#고모라잠옷', '#득템', '#핵귀욤', '#라린이', '#미스틱제련언제함', '#14에서4로추락', '#그래도계속해야지ㅋ', '#겜스타그램', '#중독은아님', '#일상', '#일상스타램', '#비온다', '#낼휴가면좋겠구낭']",좋아요 64개,2018년 11월 21일
"['#흔들린셔터', '#photo', '??#mode', '#sexy', '??#cut', '??#2017gsta', '#gravity', '#라그나로크m', '#가웅베베', '#레이싱모델', '#한가은', '??#gaeunbeb', '??#alic', '#Nikon', '??#f4', '#l4l', '#follow', '#dslr', '#pic']",좋아요 225개,2017년 11월 22일
['#리니지m'],좋아요 10개,2018년 03월 19일
"['#산토리하이볼', '#산토리가쿠하이볼', '#하이볼', '#산토리위스키', '#삐에로쑈핑', '#이마트의왕점', '#당직근무', '#퇴근후', '#혼술', '#혼밥', '#신난다', '#라그나로크', '#라그나로크m', '#산토리위스키가쿠빈', '#산토리가쿠빈', '#suntory', '#suntorywhisky', '#osaka', '#애주가', '#1일1잔']",좋아요 78개,2019년 01월 13일
"['#iphonex', '#라그나로크m']",좋아요 4개,2018년 04월 01일
"['#방콕', '#이일차', '#짜오프라야강', '#디너크루즈', '#샹그릴라', '#블루하와이', '#시암', '#BTS', '#라그나로크M', '#광고']",좋아요 11개,2019년 01월 07일
"['#구글기프트카드', '#구글기프트코드', '#구글플레이', '#리니지m', '#리니지', '#리니지2레볼루션', '#블레이드앤소울', '#블레이드랜소울레볼루션', '#블소', '#블소레볼루션', '#트라하', '#검은사막', '#검은사막m', '#테라m', '#다크에덴', '#다크에덴m', '#뮤오리진2', '#아레나m', '#라그나로크m', '#모마', '#모두의마블', '#메이플스토리m', '#메이플m', '#선팔하면맞팔', '#맞팔', '#겜마티켓']",좋아요 1개,2019년 05월 24일
"['#블로그', '#투데이', '#떡상', '#라그나로크M']",좋아요 5개,2018년 03월 19일
"['#첫줄', '#기승전냥', '#라그나로크m', '#치킨엔맥주대신게임']",좋아요 6개,2018년 03월 18일
"['#라그나로크', '#라그나로크m', '#라그나로크제로', '#근데대체m이야제로야제목은확실하게합시당', '#추억의온라인게임']",좋아요 4개,2017년 12월 06일
"['#라그나로크m', '#라그m', '#모바일게임', '#게펜', '#코볼트숲', '#돌위에서', '#로즈잡기어려워', '#노을', '#들튀랑', '#산수랑', '#데이트', '#페코페코', '#요니', '#저녁', '#명소', '#사진찍기', '#다산수', '#산수', '#모험수첩']",좋아요 15개,2018년 11월 02일
"['#라그나로크', '#포링']",좋아요 38개,2018년 08월 08일
"['#라그나로크M', '#그라비티', '#Gravity', '#루티에', '#마을', '#일일퀘스트', '#클리어', '#가즈아', '#미리_받는_크리스마스_선물']",좋아요 15개,2018년 05월 25일
"['#씻지도않고', '#침대밑에서', '#뭐하세요아저씨', '#안씻어서', '#침대에', '#못올라옴', '#라그나로크m', '#삼매경', '#철없는', '#35세', '#남편', '#일상', '#12시예요', '#잡시다요', '#ㅠㅠ', '#꿀단지부부', '#신혼일상', '#지겹다', '#핸드폰게임']",좋아요 24개,2018년 04월 07일
"['#그라비티', '#라그나로크', '#라그나로크M', '#균열', '#아이템', '#개이득', '#꿀팁은_계속_됩니다']",좋아요 7개,2018년 03월 29일
['#SK나이츠'],"좋아요 1,627개",2017년 12월 12일
"['#라그나로크M', '#그라비티', '#Gravity', '#EP4', '#GVG결전', '#PvP', '#공성전', '#완벽방어']",좋아요 12개,2018년 07월 31일
"['#라그나로크M', '#Kangta']",209,2018년 03월 10일
"['#그라비티', '#라그나로크M', '#라그M', '#gravity', '#4월', '#신규의상', '#정령', '#창공의메아리']",158,2019년 03월 29일
"['#라그나로크m', '#라그m', '#모바일게임', '#프론테아', '#포링서커스', '#페코페코', '#요니', '#낮', '#명소', '#사진찍기', '#다산수', '#산수', '#모험수첩']",좋아요 6개,2018년 10월 27일
"['#그라비티', '#라그나로크', '#라그나로크M', '#영원한_사랑', '#이모티콘', '#와글와글']",141,2018년 03월 15일
"['#구글플레이기프트카드', '#구글기프트카드할인', '#메이플스토리', '#바람의나라', '#던전앤파이터', '#카이저', '#라그나로크m', '#라그나로크m영원한사랑', '#검은사막m', '#검은사막모바일', '#리니지m', '#리니지m다이아', '#리니지2레볼루션', '#프렌즈마블', '#모두의마블', '#선팔', '#맞팔', '#맞팔하면선팔', '#팔로우늘리기', '#팔로우반사']",좋아요 6개,2018년 06월 03일
"['#snsd', '#GirlsGeneration', '#소녀시대', '#윤아', '#yoona', '#林允?', '#seokangjoon', '#서강준', '#라그나로크', '#라그나로크M', '#slyagameendorsement']",좋아요 589개,2018년 05월 24일
"['#전직', '#어크', '#어쎄신크로스', '#라그나로크m', '#라그m']",97,2018년 03월 31일
"['#라그나로크m', '#winner']",0,2018년 07월 23일
['#리니지m'],좋아요 10개,2018년 03월 20일
"['#소이', '#모델소이', '#한소울', '#쏘우리', '#카프라', '#지스타', '#지스타2017', '#gstar', '#gstar2017', '#벡스코', '#그라비티', '#라그나로크', '#라그나로크m']",좋아요 25개,2017년 12월 30일
"['#그라비티', '#라그나로크', '#라그나로크M', '#라그M', '#코스튬', '#착용', '#성별', '#변경']",좋아요 8개,2018년 07월 26일
"['#그라비티', '#라그나로크M', '#카프라', '#칼토마']",좋아요 10개,2018년 07월 03일
['#리니지m'],좋아요 4개,2018년 03월 19일
"['#그라비티', '#라그나로크M', '#라그M', '#매직크리에이터연', '#울트라맨', '#히어로즈', '#콜라보']",144,2018년 11월 12일
['#기분좋아'],좋아요 288개,2018년 01월 29일
"['#오아희', '#지스타', '#gstar2017', '#지스타2017', '#카프라', '#라그나로크M', '#그라비티', '#최고', '#잇츠미락']",좋아요 98개,2017년 11월 21일
"['#그라비티', '#라그나로크', '#라그나로크M', '#라그M', '#gravity', '#gravitykorea', '#소크라테스', '#라그라테스', '#네_라그M을_알라']",좋아요 9개,2018년 04월 26일
"['#그라비티', '#라그나로크', '#라그나로크M', '#라그M', '#포링', '#팬케이크', '#KIDSNORI', '#키즈노리']",164,2018년 08월 16일
"['#YoonA', '#imyoona', '#snsd', '#girlsgeneration', '#ragnarok', '#서강준', '#seokangjun', '#seokangjoon', '#5urprise', '#areyouhumantoo', '#너도인간이니', '#cheeseinthetrap', '#치즈인더트랩', '#entourage', '#안투라지', '#cunningsinglelady', '#slyandsingleagain', '#앙큼한돌싱녀', '#whathappenstomyfamily', '#가족끼리왜이래', '#thesuspicioushousekeeper', '#수상한가정부', '#hwajung', '#화정', '#koreanactor', '#koreandrama', '#kdrama', '#라그나로크M']",좋아요 240개,2018년 03월 09일
"['#라그나로크m', '#라그m', '#모바일게임', '#모르크', '#피라미드', '#앞에서', '#들튀랑', '#산수랑', '#페코페코', '#요니', '#밤', '#명소', '#사진찍기', '#다산수', '#산수', '#모험수첩']",좋아요 4개,2018년 10월 31일
"['#라그나로크M', '#그라비티', '#Gravity', '#캐릭터', '#육성', '#강화시스템', '#겜잘알', '#장비가_곧_전투력']",좋아요 13개,2018년 03월 27일
"['#포링', '#솜사탕', '#g_star', '#카프라', '#모델', '#2017지스타', '#오아희', '#잇수다', '#모델에이전시', '#photo', '#지스타', '#그라비티', '#라그나로크m', '#댄스', '#공연', '#이너스컴', '#포즈', '#게임쇼', '#gameshow', '#gravity']","좋아요 1,830개",2017년 12월 02일
"['#라그나로크m', '#라그나로크m쿠폰', '#라그나로크', '#라그나로크모바일', '#라그나로크m영원한사랑', '#구글기프트카드', '#구글플레이기프트카드', '#구글기프트카드구매', '#구글기프트카드온라인구매', '#라그나로크m구글기프트카드', '#구글카드', '#구글기프트카드선물', '#구글기프트카드할인']",좋아요 16개,2018년 05월 24일
"['#부산', '#벡스코', '#그라비티', '#모델', '#레이싱모델', '#한가은']",좋아요 22개,2017년 11월 23일
['#라그나로크m'],좋아요 15개,2018년 03월 28일
"['#일상스타그램', '#일상그램', '#일상', '#아줌마그램', '#부부그램', '#부부', '#부부스타그램', '#봄봄이네', '#개띠맘', '#아들맘', '#게임', '#모바일게임', '#라그나로크', '#라그나로크m']",244,2018년 03월 14일
"['#SeoKangJoon', '#라그나로크M', '#사전예약']",좋아요 12개,2018년 02월 15일
"['#그라비티', '#라그나로크', '#라그나로크M', '#라그M', '#문화상품권', '#이벤트', '#포링', '#생각보다_어렵다']",좋아요 68개,2018년 05월 18일
"['#그라비티', '#라그나로크', '#라그나로크M', '#라그M', '#라그생활', '#5시', '#체력회복', '#춤']",좋아요 20개,2018년 04월 05일
"['#그라비티', '#라그나로크', '#라그나로크M', '#카드', '#꿀팁은_계속_됩니다']",좋아요 22개,2018년 03월 22일
"['#그라비티', '#라그나로크', '#라그나로크M', '#라그M', '#모험가', '#투어', '#유노', '#드립_사과드립']",좋아요 5개,2018년 07월 23일
"['#라그나로크M', '#그라비티', '#Gravity', '#EP4', '#업데이트', '#아인브로크']",117,2018년 07월 18일
"['#Repost', '#라그나로크m', '#포링', '#다미', '#ragnarokmobile', '#서큐버스', '#게임', '#코스프레', '#cos', '#cosplay', '#game', '#사진스타그램', '#포토', '#촬영', '#스튜디오촬영', '#스튜디오', '#라그나로크', '#코스프레', '#악마', '#다미', '#팔로우', '#소통']",좋아요 34개,2019년 03월 03일
"['#그라비티', '#라그나로크', '#라그나로크M', '#궁수', '#아처', '#궁수는_이름도_멋있다']",86,2018년 03월 16일
